LB          134936         000000000+0000000000000+    000000752+           20043          200708                                         90000049000012006062734547
LB          134936         000000000+0000000000000+    000000524+           20379          200708                                         90000049000022006062734547
LB          134936         000000000+0000000000000+    000000560+           21208          200708                                         90000049000032006062734547
LB          134935         000000000+0000000000000+    000000074+           20974          200710                                         90000049000042006062734547
LB          243804         000000000+0000000000000+    000000852+           19157          200702                                         90000049000052006062734547
LB          243804         000000000+0000000000000+    000001348+           20588          200709                                         90000049000062006062734547
LB          243803         000000000+0000000000000+    000000221+           19311          200703                                         90000049000072006062734547
LB          133310         000000000+0000000000000+    000000009+           19227          200612                                         90000049000082006062734547
LB          133310         000000000+0000000000000+    000000096+           21079          200707                                         90000049000092006062734547
FARAPAMRAPAM134935         000000001+0000000012360+ EUR000000000+   2006062720974          200710          000176                         90000049000102006062734547
FARAPAMRAPAM243803         000000012+0000000296640+ EUR000000000+   2006062719311          200703          000177                         90000049000112006062734547
ST                         000000013+0000000309000+    000000000+                                                                         900000490001220060627
