LB          134936         000000000+0000000000000+    000000121+           18582          200708                                         90000020000012006052434547
LB          134936         000000000+0000000000000+    000000800+           20043          200708                                         90000020000022006052434547
LB          134936         000000000+0000000000000+    000000747+           20379          200708                                         90000020000032006052434547
LB          134935         000000000+0000000000000+    000000105+           20974          200710                                         90000020000042006052434547
LB          243804         000000000+0000000000000+    000000931+           19157          200702                                         90000020000052006052434547
LB          243804         000000000+0000000000000+    000001348+           20588          200709                                         90000020000062006052434547
LB          243803         000000000+0000000000000+    000000278+           19311          200703                                         90000020000072006052434547
LB          133310         000000000+0000000000000+    000000017+           19227          200612                                         90000020000082006052434547
LG          243804         000000500+0000000000000+    000000000+ WE2006052420588                                                         90000020000092006052434547
LG          243804         000000002-0000000000000+    000000000+ IN2006052420588                                                         90000020000102006052434547
FARAPAMRAPAM134936         000000001+0000000041200+ EUR000000000+   2006052418582          200708          000086                         90000020000112006052434547
FARAPAMRAPAM134936         000000003+0000000123600+ EUR000000000+   2006052418582          200708          000087                         90000020000122006052434547
ST                         000000004+0000000164800+    000000000+                                                                         900000200001320060524
