LB          134936         000000000+0000000000000+    000000510+           21059          200803                                         90000147000012006102034547
LB          134936         000000000+0000000000000+    000000591+           21208          200708                                         90000147000022006102034547
LB          134936         000000000+0000000000000+    000000090+           22047          200803                                         90000147000032006102034547
LB          134935         000000000+0000000000000+    000000251+           22048          200803                                         90000147000042006102034547
LB          134935         000000000+0000000000000+    000000400+           22758          200806                                         90000147000052006102034547
LB          243804         000000000+0000000000000+    000000964+           20588          200709                                         90000147000062006102034547
LB          243803         000000000+0000000000000+    000000133+           19311          200703                                         90000147000072006102034547
LB          243803         000000000+0000000000000+    000000300+           23348          200804                                         90000147000082006102034547
LB          133310         000000000+0000000000000+    000000002+           21079          200707                                         90000147000092006102034547
LB          133310         000000000+0000000000000+    000000246+           22595          200710                                         90000147000102006102034547
ST                         000000000+0000000000000+    000000000+                                                                         900001470001120061020
