LB          134936         000000000+0000000000000+    000000272+           20379          200708                                         90000117000012006091534547
LB          134936         000000000+0000000000000+    000000510+           21059          200803                                         90000117000022006091534547
LB          134936         000000000+0000000000000+    000000600+           21208          200708                                         90000117000032006091534547
LB          134936         000000000+0000000000000+    000000090+           22047          200803                                         90000117000042006091534547
LB          134935         000000000+0000000000000+    000000296+           22048          200803                                         90000117000052006091534547
LB          134935         000000000+0000000000000+    000000400+           22758          200806                                         90000117000062006091534547
LB          243804         000000000+0000000000000+    000000597+           19157          200702                                         90000117000072006091534547
LB          243804         000000000+0000000000000+    000001348+           20588          200709                                         90000117000082006091534547
LB          243803         000000000+0000000000000+    000000152+           19311          200703                                         90000117000092006091534547
LB          133310         000000000+0000000000000+    000000063+           21079          200707                                         90000117000102006091534547
LB          133310         000000000+0000000000000+    000000246+           22595          200710                                         90000117000112006091534547
ST                         000000000+0000000000000+    000000000+                                                                         900001170001220060915
