LB          134936         000000000+0000000000000+    000000547+           20043          200708                                         90000043000012006062034547
LB          134936         000000000+0000000000000+    000000747+           20379          200708                                         90000043000022006062034547
LB          134936         000000000+0000000000000+    000000560+           21208          200708                                         90000043000032006062034547
LB          134935         000000000+0000000000000+    000000077+           20974          200710                                         90000043000042006062034547
LB          243804         000000000+0000000000000+    000000852+           19157          200702                                         90000043000052006062034547
LB          243804         000000000+0000000000000+    000001348+           20588          200709                                         90000043000062006062034547
LB          243803         000000000+0000000000000+    000000235+           19311          200703                                         90000043000072006062034547
LB          133310         000000000+0000000000000+    000000010+           19227          200612                                         90000043000082006062034547
LB          133310         000000000+0000000000000+    000000096+           21079          200707                                         90000043000092006062034547
FARAPAMRAPAM134936         000000000+0000000082400- EUR000000000+ G420060620                               000164                         90000043000102006062034547
FARAPAMRAPAM243804         000000000+0000000329600- EUR000000000+ G420060620                               000164                         90000043000112006062034547
FARAPAMRAPAM133310         000000001+0000000024720+ EUR000000000+   2006062019227          200612          000156                         90000043000122006062034547
FARAPAMRAPAM134936         000000010+0000000412000+ EUR000000000+   2006062020043          200708          000158                         90000043000132006062034547
FARAPAMRAPAM134935         000000003+0000000037080+ EUR000000000+   2006062020974          200710          000159                         90000043000142006062034547
FARAPAMRAPAM243803         000000003+0000000074160+ EUR000000000+   2006062019311          200703          000159                         90000043000152006062034547
FARAPAMRAPAM133310         000000002+0000000049440+ EUR000000000+   2006062019227          200612          000160                         90000043000162006062034547
FARAPAMRAPAM243803         000000002+0000000049440+ EUR000000000+   2006062019311          200703          000161                         90000043000172006062034547
FARAPAMRAPAM134936         000000003+0000000123600+ EUR000000000+   2006062020043          200708          000162                         90000043000182006062034547
FARAPAMRAPAM134935         000000001+0000000012360+ EUR000000000+   2006062020974          200710          000163                         90000043000192006062034547
ST                         000000025+0000000370800+    000000000+                                                                         900000430002020060620
