LB          134936         000000000+0000000000000+    000000725+           20043          200708                                         90000034000012006060934547
LB          134936         000000000+0000000000000+    000000747+           20379          200708                                         90000034000022006060934547
LB          134935         000000000+0000000000000+    000000093+           20974          200710                                         90000034000032006060934547
LB          243804         000000000+0000000000000+    000000865+           19157          200702                                         90000034000042006060934547
LB          243804         000000000+0000000000000+    000001348+           20588          200709                                         90000034000052006060934547
LB          243803         000000000+0000000000000+    000000248+           19311          200703                                         90000034000062006060934547
LB          133310         000000000+0000000000000+    000000013+           19227          200612                                         90000034000072006060934547
LB          133310         000000000+0000000000000+    000000096+Q          21079          200707                                         90000034000082006060934547
FARAPAMRAPAM134936         000000010+0000000412000+ EUR000000000+   2006060920043          200708          000134                         90000034000092006060934547
FARAPAMRAPAM243804         000000001+0000000082400+ EUR000000000+   2006060919157          200702          000134                         90000034000102006060934547
FARAPAMRAPAM134936         000000002+0000000082400+ EUR000000000+   2006060920043          200708          000135                         90000034000112006060934547
ST                         000000013+0000000576800+    000000000+                                                                         900000340001220060609
