LB          134936         000000000+0000000000000+    000000429+           20043          200708                                         90000071000012006072234547
LB          134936         000000000+0000000000000+    000000524+           20379          200708                                         90000071000022006072234547
LB          134936         000000000+0000000000000+    000000510+           21059          200803                                         90000071000032006072234547
LB          134936         000000000+0000000000000+    000000600+           21208          200708                                         90000071000042006072234547
LB          134936         000000000+0000000000000+    000000090+           22047          200803                                         90000071000052006072234547
LB          134935         000000000+0000000000000+    000000400+           22048          200803                                         90000071000062006072234547
LB          243804         000000000+0000000000000+    000000773+           19157          200702                                         90000071000072006072234547
LB          243804         000000000+0000000000000+    000001348+           20588          200709                                         90000071000082006072234547
LB          243803         000000000+0000000000000+    000000192+           19311          200703                                         90000071000092006072234547
LB          133310         000000000+0000000000000+    000000093+           21079          200707                                         90000071000102006072234547
ST                         000000000+0000000000000+    000000000+                                                                         900000710001120060722
