LB          134936         000000000+0000000000000+    000000056+           20043          200708                                         90000100000012006082634547
LB          134936         000000000+0000000000000+    000000524+           20379          200708                                         90000100000022006082634547
LB          134936         000000000+0000000000000+    000000510+           21059          200803                                         90000100000032006082634547
LB          134936         000000000+0000000000000+    000000600+           21208          200708                                         90000100000042006082634547
LB          134936         000000000+0000000000000+    000000090+           22047          200803                                         90000100000052006082634547
LB          134935         000000000+0000000000000+    000000349+           22048          200803                                         90000100000062006082634547
LB          134935         000000000+0000000000000+    000000400+Q          22758          200806                                         90000100000072006082634547
LB          243804         000000000+0000000000000+    000000676+           19157          200702                                         90000100000082006082634547
LB          243804         000000000+0000000000000+    000001348+           20588          200709                                         90000100000092006082634547
LB          243803         000000000+0000000000000+    000000168+           19311          200703                                         90000100000102006082634547
LB          133310         000000000+0000000000000+    000000083+           21079          200707                                         90000100000112006082634547
LB          133310         000000000+0000000000000+    000000246+           22595          200710                                         90000100000122006082634547
ST                         000000000+0000000000000+    000000000+                                                                         900001000001320060826
