LB          134936         000000000+0000000000000+    000000087+           20043          200708                                         90000090000012006081534547
LB          134936         000000000+0000000000000+    000000524+           20379          200708                                         90000090000022006081534547
LB          134936         000000000+0000000000000+    000000510+           21059          200803                                         90000090000032006081534547
LB          134936         000000000+0000000000000+    000000600+           21208          200708                                         90000090000042006081534547
LB          134936         000000000+0000000000000+    000000090+           22047          200803                                         90000090000052006081534547
LB          134935         000000000+0000000000000+    000000358+           22048          200803                                         90000090000062006081534547
LB          243804         000000000+0000000000000+    000000685+           19157          200702                                         90000090000072006081534547
LB          243804         000000000+0000000000000+    000001348+           20588          200709                                         90000090000082006081534547
LB          243803         000000000+0000000000000+    000000179+           19311          200703                                         90000090000092006081534547
LB          133310         000000000+0000000000000+    000000087+           21079          200707                                         90000090000102006081534547
ST                         000000000+0000000000000+    000000000+                                                                         900000900001120060815
