LB          134936         000000000+0000000000000+    000000746+           20043          200708                                         90000050000012006062834547
LB          134936         000000000+0000000000000+    000000524+           20379          200708                                         90000050000022006062834547
LB          134936         000000000+0000000000000+    000000560+           21208          200708                                         90000050000032006062834547
LB          134935         000000000+0000000000000+    000000073+           20974          200710                                         90000050000042006062834547
LB          243804         000000000+0000000000000+    000000850+           19157          200702                                         90000050000052006062834547
LB          243804         000000000+0000000000000+    000001348+           20588          200709                                         90000050000062006062834547
LB          243803         000000000+0000000000000+    000000220+           19311          200703                                         90000050000072006062834547
LB          133310         000000000+0000000000000+    000000009+           19227          200612                                         90000050000082006062834547
LB          133310         000000000+0000000000000+    000000096+           21079          200707                                         90000050000092006062834547
FARAPAMRAPAM243804         000000002+0000000164800+ EUR000000000+   2006062819157          200702          000178                         90000050000102006062834547
FARAPAMRAPAM134936         000000001+0000000041200+ EUR000000000+   2006062820043          200708          000179                         90000050000112006062834547
FARAPAMRAPAM134935         000000001+0000000012360+ EUR000000000+   2006062820974          200710          000179                         90000050000122006062834547
FARAPAMRAPAM243803         000000001+0000000024720+ EUR000000000+   2006062819311          200703          000179                         90000050000132006062834547
FARAPAMRAPAM134936         000000005+0000000206000+ EUR000000000+   2006062820043          200708          000181                         90000050000142006062834547
ST                         000000010+0000000449080+    000000000+                                                                         900000500001520060628
