LB          134936         000000000+0000000000000+    000000057+           20043          200708                                         90000097000012006082334547
LB          134936         000000000+0000000000000+    000000524+           20379          200708                                         90000097000022006082334547
LB          134936         000000000+0000000000000+    000000510+           21059          200803                                         90000097000032006082334547
LB          134936         000000000+0000000000000+    000000600+           21208          200708                                         90000097000042006082334547
LB          134936         000000000+0000000000000+    000000090+           22047          200803                                         90000097000052006082334547
LB          134935         000000000+0000000000000+    000000350+           22048          200803                                         90000097000062006082334547
LB          134935         000000000+0000000000000+    000000400+Q          22758          200806                                         90000097000072006082334547
LB          243804         000000000+0000000000000+    000000676+           19157          200702                                         90000097000082006082334547
LB          243804         000000000+0000000000000+    000001348+           20588          200709                                         90000097000092006082334547
LB          243803         000000000+0000000000000+    000000168+           19311          200703                                         90000097000102006082334547
LB          133310         000000000+0000000000000+    000000085+           21079          200707                                         90000097000112006082334547
LB          133310         000000000+0000000000000+    000000246+           22595          200710                                         90000097000122006082334547
LG          134935         000000400+0000000000000+    000000000+ WE2006082322758                                                         90000097000132006082334547
LG          133310         000000096+0000000000000+    000000000+ WE2006082322595                                                         90000097000142006082334547
FARAPAMRAPAM133310         000000001+0000000024720+ EUR000000000+   2006082321079          200707          000343                         90000097000152006082334547
FARAPAMRAPAM134935         000000001+0000000012360+ EUR000000000+   2006082322048          200803          000345                         90000097000162006082334547
FARAPAMRAPAM243803         000000001+0000000024720+ EUR000000000+   2006082319311          200703          000345                         90000097000172006082334547
FARAPAMRAPAM133310         000000001+0000000024720+ EUR000000000+   2006082321079          200707          000347                         90000097000182006082334547
FARAPAMRAPAM134935         000000001+0000000012360+ EUR000000000+   2006082322048          200803          000348                         90000097000192006082334547
ST                         000000005+0000000098880+    000000000+                                                                         900000970002020060823
