LB          134936         000000000+0000000000000+    000000030+           20379          200708                                         90000139000012006101134547
LB          134936         000000000+0000000000000+    000000510+           21059          200803                                         90000139000022006101134547
LB          134936         000000000+0000000000000+    000000600+           21208          200708                                         90000139000032006101134547
LB          134936         000000000+0000000000000+    000000090+           22047          200803                                         90000139000042006101134547
LB          134935         000000000+0000000000000+    000000258+           22048          200803                                         90000139000052006101134547
LB          134935         000000000+0000000000000+    000000400+           22758          200806                                         90000139000062006101134547
LB          243804         000000000+0000000000000+    000000543+Q          19157          200702                                         90000139000072006101134547
LB          243804         000000000+0000000000000+    000001321+           20588          200709                                         90000139000082006101134547
LB          243803         000000000+0000000000000+    000000133+           19311          200703                                         90000139000092006101134547
LB          243803         000000000+0000000000000+    000000300+           23348          200804                                         90000139000102006101134547
LB          133310         000000000+0000000000000+    000000006+           21079          200707                                         90000139000112006101134547
LB          133310         000000000+0000000000000+    000000246+           22595          200710                                         90000139000122006101134547
FARAPAMRAPAM134936         000000001+0000000041200+ EUR000000000+   2006101120379          200708          000491                         90000139000132006101134547
FARAPAMRAPAM134935         000000002+0000000024720+ EUR000000000+   2006101122048          200803          000491                         90000139000142006101134547
FARAPAMRAPAM134935         000000001+0000000012360+ EUR000000000+   2006101122048          200803          000492                         90000139000152006101134547
FARAPAMRAPAM133310         000000002+0000000049440+ EUR000000000+   2006101121079          200707          000493                         90000139000162006101134547
ST                         000000006+0000000127720+    000000000+                                                                         900001390001720061011
