LB          134936         000000000+0000000000000+    000000371+           20379          200708                                         90000112000012006090934547
LB          134936         000000000+0000000000000+    000000510+           21059          200803                                         90000112000022006090934547
LB          134936         000000000+0000000000000+    000000600+           21208          200708                                         90000112000032006090934547
LB          134936         000000000+0000000000000+    000000090+           22047          200803                                         90000112000042006090934547
LB          134935         000000000+0000000000000+    000000318+           22048          200803                                         90000112000052006090934547
LB          134935         000000000+0000000000000+    000000400+           22758          200806                                         90000112000062006090934547
LB          243804         000000000+0000000000000+    000000623+           19157          200702                                         90000112000072006090934547
LB          243804         000000000+0000000000000+    000001348+           20588          200709                                         90000112000082006090934547
LB          243803         000000000+0000000000000+    000000157+           19311          200703                                         90000112000092006090934547
LB          133310         000000000+0000000000000+    000000074+           21079          200707                                         90000112000102006090934547
LB          133310         000000000+0000000000000+    000000246+           22595          200710                                         90000112000112006090934547
ST                         000000000+0000000000000+    000000000+                                                                         900001120001220060909
