LB          134936         000000000+0000000000000+    000000472+           20379          200708                                         90000109000012006090634547
LB          134936         000000000+0000000000000+    000000510+           21059          200803                                         90000109000022006090634547
LB          134936         000000000+0000000000000+    000000600+           21208          200708                                         90000109000032006090634547
LB          134936         000000000+0000000000000+    000000090+           22047          200803                                         90000109000042006090634547
LB          134935         000000000+0000000000000+    000000332+           22048          200803                                         90000109000052006090634547
LB          134935         000000000+0000000000000+    000000400+           22758          200806                                         90000109000062006090634547
LB          243804         000000000+0000000000000+    000000643+           19157          200702                                         90000109000072006090634547
LB          243804         000000000+0000000000000+    000001348+           20588          200709                                         90000109000082006090634547
LB          243803         000000000+0000000000000+    000000158+           19311          200703                                         90000109000092006090634547
LB          133310         000000000+0000000000000+    000000074+           21079          200707                                         90000109000102006090634547
LB          133310         000000000+0000000000000+    000000246+           22595          200710                                         90000109000112006090634547
ST                         000000000+0000000000000+    000000000+                                                                         900001090001220060906
