LB          134936         000000000+0000000000000+    000000231+           20379          200708                                         90000128000012006092834547
LB          134936         000000000+0000000000000+    000000510+           21059          200803                                         90000128000022006092834547
LB          134936         000000000+0000000000000+    000000600+           21208          200708                                         90000128000032006092834547
LB          134936         000000000+0000000000000+    000000090+           22047          200803                                         90000128000042006092834547
LB          134935         000000000+0000000000000+    000000294+           22048          200803                                         90000128000052006092834547
LB          134935         000000000+0000000000000+    000000400+           22758          200806                                         90000128000062006092834547
LB          243804         000000000+0000000000000+    000000591+           19157          200702                                         90000128000072006092834547
LB          243804         000000000+0000000000000+    000001338+           20588          200709                                         90000128000082006092834547
LB          243803         000000000+0000000000000+    000000151+           19311          200703                                         90000128000092006092834547
LB          133310         000000000+0000000000000+    000000059+           21079          200707                                         90000128000102006092834547
LB          133310         000000000+0000000000000+    000000246+           22595          200710                                         90000128000112006092834547
ST                         000000000+0000000000000+    000000000+                                                                         900001280001220060928
