LB          134936         000000000+0000000000000+    000000192+           18582          200708                                         90000031000012006051234547
LB          134936         000000000+0000000000000+    000000800+           20043          200708                                         90000031000022006051234547
LB          134936         000000000+0000000000000+    000000747+           20379          200708                                         90000031000032006051234547
LB          134935         000000000+0000000000000+    000000118+           20974          200710                                         90000031000042006051234547
LB          243804         000000000+0000000000000+    000000952+           19157          200702                                         90000031000052006051234547
LB          243803         000000000+0000000000000+    000000281+           19311          200703                                         90000031000062006051234547
LB          133310         000000000+0000000000000+    000000048+           19227          200612                                         90000031000072006051234547
FARAPAMRAPAM134936         000000005+0000000206000+ EUR000000000+   2006051218582          200708          000049                         90000031000082006051234547
FARAPAMRAPAM134936         000000002+0000000082400+ EUR000000000+   2006051218582          200708          000058                         90000031000092006051234547
FARAPAMRAPAM134936         000000001+0000000041200+ EUR000000000+   2006051218582          200708          000059                         90000031000102006051234547
FARAPAMRAPAM243803         000000001+0000000024720+ EUR000000000+   2006051219311          200703          000059                         90000031000112006051234547
FARAPAMRAPAM134936         000000020+0000000824000+ EUR000000000+   2006051218582          200708          000062                         90000031000122006051234547
FARAPAMRAPAM134935         000000010+0000000123600+ EUR000000000+   2006051220974          200710          000062                         90000031000132006051234547
FARAPAMRAPAM134936         000000050+0000002060000+ EUR000000000+   2006051218582          200708          000064                         90000031000142006051234547
FARAPAMRAPAM134935         000000003+0000000037080+ EUR000000000+   2006051220974          200710          000065                         90000031000152006051234547
ST                         000000092+0000003399000+    000000000+                                                                         900000310001620060512
