LB          134936         000000000+0000000000000+    000000125+           18582          200708                                         90000018000012006052234547
LB          134936         000000000+0000000000000+    000000800+           20043          200708                                         90000018000022006052234547
LB          134936         000000000+0000000000000+    000000747+           20379          200708                                         90000018000032006052234547
LB          134935         000000000+0000000000000+    000000105+           20974          200710                                         90000018000042006052234547
LB          243804         000000000+0000000000000+    000000931+           19157          200702                                         90000018000052006052234547
LB          243804         000000000+0000000000000+    000000850+           20588          200709                                         90000018000062006052234547
LB          243803         000000000+0000000000000+    000000278+           19311          200703                                         90000018000072006052234547
LB          133310         000000000+0000000000000+    000000017+           19227          200612                                         90000018000082006052234547
FARAPAMRAPAM134936         000000010+0000000412000+ EUR000000000+   2006052218582          200708          000081                         90000018000092006052234547
FARAPAMRAPAM243803         000000003+0000000074160+ EUR000000000+   2006052219311          200703          000081                         90000018000102006052234547
FARAPAMRAPAM133310         000000001+0000000024720+ EUR000000000+   2006052219227          200612          000082                         90000018000112006052234547
FARAPAMRAPAM134935         000000003+0000000037080+ EUR000000000+   2006052220974          200710          000083                         90000018000122006052234547
FARAPAMRAPAM133310         000000010+0000000247200+ EUR000000000+   2006052219227          200612          000084                         90000018000132006052234547
ST                         000000027+0000000795160+    000000000+                                                                         900000180001420060522
