LB          134936         000000000+0000000000000+    000000113+           18582          200708                                         90000025000012006053034547
LB          134936         000000000+0000000000000+    000000800+           20043          200708                                         90000025000022006053034547
LB          134936         000000000+0000000000000+    000000747+           20379          200708                                         90000025000032006053034547
LB          134935         000000000+0000000000000+    000000104+           20974          200710                                         90000025000042006053034547
LB          243804         000000000+0000000000000+    000000930+           19157          200702                                         90000025000052006053034547
LB          243804         000000000+0000000000000+    000001348+           20588          200709                                         90000025000062006053034547
LB          243803         000000000+0000000000000+    000000277+           19311          200703                                         90000025000072006053034547
LB          133310         000000000+0000000000000+    000000013+           19227          200612                                         90000025000082006053034547
FARAPAMRAPAM134936         000000000+0000000123600+ EUR000000000+   20060530                               000104                         90000025000092006053034547
FARAPAMRAPAM134935         000000000+0000000012360+ EUR000000000+   20060530                               000104                         90000025000102006053034547
FARAPAMRAPAM134936         000000003+0000000123600+ EUR000000000+   2006053018582          200708          000102                         90000025000112006053034547
FARAPAMRAPAM243804         000000001+0000000082400+ EUR000000000+   2006053019157          200702          000102                         90000025000122006053034547
ST                         000000004+0000000341960+    000000000+                                                                         900000250001320060530
