LB          134936         000000000+0000000000000+    000000090+           20379          200708                                         90000135000012006100634547
LB          134936         000000000+0000000000000+    000000510+           21059          200803                                         90000135000022006100634547
LB          134936         000000000+0000000000000+    000000600+           21208          200708                                         90000135000032006100634547
LB          134936         000000000+0000000000000+    000000090+           22047          200803                                         90000135000042006100634547
LB          134935         000000000+0000000000000+    000000264+           22048          200803                                         90000135000052006100634547
LB          134935         000000000+0000000000000+    000000400+           22758          200806                                         90000135000062006100634547
LB          243804         000000000+0000000000000+    000000543+Q          19157          200702                                         90000135000072006100634547
LB          243804         000000000+0000000000000+    000001338+           20588          200709                                         90000135000082006100634547
LB          243803         000000000+0000000000000+    000000133+           19311          200703                                         90000135000092006100634547
LB          243803         000000000+0000000000000+    000000300+Q          23348          200804                                         90000135000102006100634547
LB          133310         000000000+0000000000000+    000000041+           21079          200707                                         90000135000112006100634547
LB          133310         000000000+0000000000000+    000000246+           22595          200710                                         90000135000122006100634547
ST                         000000000+0000000000000+    000000000+                                                                         900001350001320061006
