LB          134936         000000000+0000000000000+    000000353+           20379          200708                                         90000113000012006091134547
LB          134936         000000000+0000000000000+    000000510+           21059          200803                                         90000113000022006091134547
LB          134936         000000000+0000000000000+    000000600+           21208          200708                                         90000113000032006091134547
LB          134936         000000000+0000000000000+    000000090+           22047          200803                                         90000113000042006091134547
LB          134935         000000000+0000000000000+    000000318+           22048          200803                                         90000113000052006091134547
LB          134935         000000000+0000000000000+    000000400+           22758          200806                                         90000113000062006091134547
LB          243804         000000000+0000000000000+    000000618+           19157          200702                                         90000113000072006091134547
LB          243804         000000000+0000000000000+    000001348+           20588          200709                                         90000113000082006091134547
LB          243803         000000000+0000000000000+    000000157+           19311          200703                                         90000113000092006091134547
LB          133310         000000000+0000000000000+    000000068+           21079          200707                                         90000113000102006091134547
LB          133310         000000000+0000000000000+    000000246+           22595          200710                                         90000113000112006091134547
FARAPAMRAPAM133310         000000001+0000000024720+ EUR000000000+   2006091121079          200707          000396                         90000113000122006091134547
FARAPAMRAPAM134936         000000008+0000000329600+ EUR000000000+   2006091120379          200708          000399                         90000113000132006091134547
FARAPAMRAPAM133310         000000005+0000000123600+ EUR000000000+   2006091121079          200707          000400                         90000113000142006091134547
FARAPAMRAPAM134936         000000010+0000000412000+ EUR000000000+   2006091120379          200708          000405                         90000113000152006091134547
FARAPAMRAPAM243804         000000005+0000000412000+ EUR000000000+   2006091119157          200702          000405                         90000113000162006091134547
ST                         000000029+0000001301920+    000000000+                                                                         900001130001720060911
