LB          134936         000000000+0000000000000+    000000004+           20379          200708                                         90000145000012006101834547
LB          134936         000000000+0000000000000+    000000510+           21059          200803                                         90000145000022006101834547
LB          134936         000000000+0000000000000+    000000600+           21208          200708                                         90000145000032006101834547
LB          134936         000000000+0000000000000+    000000090+           22047          200803                                         90000145000042006101834547
LB          134935         000000000+0000000000000+    000000254+           22048          200803                                         90000145000052006101834547
LB          134935         000000000+0000000000000+    000000400+           22758          200806                                         90000145000062006101834547
LB          243804         000000000+0000000000000+    000000543+Q          19157          200702                                         90000145000072006101834547
LB          243804         000000000+0000000000000+    000000967+           20588          200709                                         90000145000082006101834547
LB          243803         000000000+0000000000000+    000000133+           19311          200703                                         90000145000092006101834547
LB          243803         000000000+0000000000000+    000000300+           23348          200804                                         90000145000102006101834547
LB          133310         000000000+0000000000000+    000000002+           21079          200707                                         90000145000112006101834547
LB          133310         000000000+0000000000000+    000000246+           22595          200710                                         90000145000122006101834547
FARAPAMRAPAM134935         000000002+0000000024720+ EUR000000000+   2006101822048          200803          000513                         90000145000132006101834547
FARAPAMRAPAM134936         000000002+0000000082400+ EUR000000000+   2006101820379          200708          000514                         90000145000142006101834547
ST                         000000004+0000000107120+    000000000+                                                                         900001450001520061018
