LB          134936         000000000+0000000000000+    000000064+           20043          200708                                         90000094000012006081934547
LB          134936         000000000+0000000000000+    000000524+           20379          200708                                         90000094000022006081934547
LB          134936         000000000+0000000000000+    000000510+           21059          200803                                         90000094000032006081934547
LB          134936         000000000+0000000000000+    000000600+           21208          200708                                         90000094000042006081934547
LB          134936         000000000+0000000000000+    000000090+           22047          200803                                         90000094000052006081934547
LB          134935         000000000+0000000000000+    000000356+           22048          200803                                         90000094000062006081934547
LB          243804         000000000+0000000000000+    000000680+           19157          200702                                         90000094000072006081934547
LB          243804         000000000+0000000000000+    000001348+           20588          200709                                         90000094000082006081934547
LB          243803         000000000+0000000000000+    000000169+           19311          200703                                         90000094000092006081934547
LB          133310         000000000+0000000000000+    000000087+           21079          200707                                         90000094000102006081934547
LB          133310         000000000+0000000000000+    000000150+Q          22595          200710                                         90000094000112006081934547
ST                         000000000+0000000000000+    000000000+                                                                         900000940001220060819
