LB          134936         000000000+0000000000000+    000000132+           20043          200708                                         90000084000012006080734547
LB          134936         000000000+0000000000000+    000000524+           20379          200708                                         90000084000022006080734547
LB          134936         000000000+0000000000000+    000000510+           21059          200803                                         90000084000032006080734547
LB          134936         000000000+0000000000000+    000000600+           21208          200708                                         90000084000042006080734547
LB          134936         000000000+0000000000000+    000000090+           22047          200803                                         90000084000052006080734547
LB          134935         000000000+0000000000000+    000000376+           22048          200803                                         90000084000062006080734547
LB          243804         000000000+0000000000000+    000000695+           19157          200702                                         90000084000072006080734547
LB          243804         000000000+0000000000000+    000001348+           20588          200709                                         90000084000082006080734547
LB          243803         000000000+0000000000000+    000000184+           19311          200703                                         90000084000092006080734547
LB          133310         000000000+0000000000000+    000000087+           21079          200707                                         90000084000102006080734547
ST                         000000000+0000000000000+    000000000+                                                                         900000840001120060807
