LB          134936         000000000+0000000000000+    000000015+           20043          200708                                         90000106000012006090234547
LB          134936         000000000+0000000000000+    000000524+           20379          200708                                         90000106000022006090234547
LB          134936         000000000+0000000000000+    000000510+           21059          200803                                         90000106000032006090234547
LB          134936         000000000+0000000000000+    000000600+           21208          200708                                         90000106000042006090234547
LB          134936         000000000+0000000000000+    000000090+           22047          200803                                         90000106000052006090234547
LB          134935         000000000+0000000000000+    000000338+           22048          200803                                         90000106000062006090234547
LB          134935         000000000+0000000000000+    000000400+           22758          200806                                         90000106000072006090234547
LB          243804         000000000+0000000000000+    000000661+           19157          200702                                         90000106000082006090234547
LB          243804         000000000+0000000000000+    000001348+           20588          200709                                         90000106000092006090234547
LB          243803         000000000+0000000000000+    000000168+           19311          200703                                         90000106000102006090234547
LB          133310         000000000+0000000000000+    000000077+           21079          200707                                         90000106000112006090234547
LB          133310         000000000+0000000000000+    000000246+           22595          200710                                         90000106000122006090234547
ST                         000000000+0000000000000+    000000000+                                                                         900001060001320060902
