LB          134936         000000000+0000000000000+    000000478+           20043          200708                                         90000069000012006072034547
LB          134936         000000000+0000000000000+    000000524+           20379          200708                                         90000069000022006072034547
LB          134936         000000000+0000000000000+    000000510+           21059          200803                                         90000069000032006072034547
LB          134936         000000000+0000000000000+    000000600+           21208          200708                                         90000069000042006072034547
LB          134936         000000000+0000000000000+    000000090+           22047          200803                                         90000069000052006072034547
LB          134935         000000000+0000000000000+    000000018+           20974          200710                                         90000069000062006072034547
LB          134935         000000000+0000000000000+    000000400+           22048          200803                                         90000069000072006072034547
LB          243804         000000000+0000000000000+    000000782+           19157          200702                                         90000069000082006072034547
LB          243804         000000000+0000000000000+    000001348+           20588          200709                                         90000069000092006072034547
LB          243803         000000000+0000000000000+    000000197+           19311          200703                                         90000069000102006072034547
LB          133310         000000000+0000000000000+    000000093+           21079          200707                                         90000069000112006072034547
FARAPAMRAPAM134935         000000000+0000000012360- EUR000000000+ R220060720                               000253                         90000069000122006072034547
FARAPAMRAPAM134935         000000000+0000000012360+ EUR000000000+   20060720                               000256                         90000069000132006072034547
FARAPAMRAPAM134936         000000015+0000000618000+ EUR000000000+   2006072020043          200708          000258                         90000069000142006072034547
FARAPAMRAPAM243804         000000005+0000000412000+ EUR000000000+   2006072019157          200702          000258                         90000069000152006072034547
ST                         000000020+0000001030000+    000000000+                                                                         900000690001620060720
