LB          134936         000000000+0000000000000+    000000746+           20043          200708                                         90000051000012006062934547
LB          134936         000000000+0000000000000+    000000524+           20379          200708                                         90000051000022006062934547
LB          134936         000000000+0000000000000+    000000510+           21059          200803                                         90000051000032006062934547
LB          134936         000000000+0000000000000+    000000600+           21208          200708                                         90000051000042006062934547
LB          134936         000000000+0000000000000+    000000090+           22047          200803                                         90000051000052006062934547
LB          134935         000000000+0000000000000+    000000073+           20974          200710                                         90000051000062006062934547
LB          134935         000000000+0000000000000+    000000400+           22048          200803                                         90000051000072006062934547
LB          243804         000000000+0000000000000+    000000850+           19157          200702                                         90000051000082006062934547
LB          243804         000000000+0000000000000+    000001348+           20588          200709                                         90000051000092006062934547
LB          243803         000000000+0000000000000+    000000220+           19311          200703                                         90000051000102006062934547
LB          133310         000000000+0000000000000+    000000009+           19227          200612                                         90000051000112006062934547
LB          133310         000000000+0000000000000+    000000096+           21079          200707                                         90000051000122006062934547
LG          134936         000000510+0000000000000+    000000000+ WE2006062921059                                                         90000051000132006062934547
LG          134936         000000040+0000000000000+    000000000+ WE2006062921208                                                         90000051000142006062934547
LG          134936         000000090+0000000000000+    000000000+ WE2006062922047                                                         90000051000152006062934547
LG          134935         000000400+0000000000000+    000000000+ WE2006062922048                                                         90000051000162006062934547
ST                         000000000+0000000000000+    000000000+                                                                         900000510001720060629
