LB          134936         000000000+0000000000000+    000000135+           18582          200708                                         90000016000012006051934547
LB          134936         000000000+0000000000000+    000000800+           20043          200708                                         90000016000022006051934547
LB          134936         000000000+0000000000000+    000000747+           20379          200708                                         90000016000032006051934547
LB          134935         000000000+0000000000000+    000000108+           20974          200710                                         90000016000042006051934547
LB          243804         000000000+0000000000000+    000000931+           19157          200702                                         90000016000052006051934547
LB          243804         000000000+0000000000000+    000000850+           20588          200709                                         90000016000062006051934547
LB          243803         000000000+0000000000000+    000000281+           19311          200703                                         90000016000072006051934547
LB          133310         000000000+0000000000000+    000000028+           19227          200612                                         90000016000082006051934547
FARAPAMRAPAM134936         000000004+0000000164800+ EUR000000000+   2006051918582          200708          000077                         90000016000092006051934547
FARAPAMRAPAM134936         000000003+0000000123600+ EUR000000000+   2006051918582          200708          000078                         90000016000102006051934547
FARAPAMRAPAM134935         000000001+0000000012360+ EUR000000000+   2006051920974          200710          000078                         90000016000112006051934547
FARAPAMRAPAM134936         000000010+0000000412000+ EUR000000000+   2006051918582          200708          000080                         90000016000122006051934547
BORAPAMRAPAM134935         000000001+0000000000000+ EUR000000000+   20060519                               000076                         90000016000132006051934547
BORAPAMRAPAM243804         000000003+0000000000000+ EUR000000000+   20060519                               000076                         90000016000142006051934547
ST                         000000018+0000000712760+    000000000+                                                                         900000160001520060519
