LB          134936         000000000+0000000000000+    000000074+           20379          200708                                         90000137000012006100934547
LB          134936         000000000+0000000000000+    000000510+           21059          200803                                         90000137000022006100934547
LB          134936         000000000+0000000000000+    000000600+           21208          200708                                         90000137000032006100934547
LB          134936         000000000+0000000000000+    000000090+           22047          200803                                         90000137000042006100934547
LB          134935         000000000+0000000000000+    000000262+           22048          200803                                         90000137000052006100934547
LB          134935         000000000+0000000000000+    000000400+           22758          200806                                         90000137000062006100934547
LB          243804         000000000+0000000000000+    000000543+Q          19157          200702                                         90000137000072006100934547
LB          243804         000000000+0000000000000+    000001332+           20588          200709                                         90000137000082006100934547
LB          243803         000000000+0000000000000+    000000133+           19311          200703                                         90000137000092006100934547
LB          243803         000000000+0000000000000+    000000300+           23348          200804                                         90000137000102006100934547
LB          133310         000000000+0000000000000+    000000041+           21079          200707                                         90000137000112006100934547
LB          133310         000000000+0000000000000+    000000246+           22595          200710                                         90000137000122006100934547
FARAPAMRAPAM134936         000000013+0000000535600+ EUR000000000+   2006100920379          200708          000477                         90000137000132006100934547
FARAPAMRAPAM243804         000000006+0000000494400+ EUR000000000+   2006100920588          200709          000477                         90000137000142006100934547
FARAPAMRAPAM134936         000000003+0000000123600+ EUR000000000+   2006100920379          200708          000478                         90000137000152006100934547
FARAPAMRAPAM134935         000000002+0000000024720+ EUR000000000+   2006100922048          200803          000479                         90000137000162006100934547
ST                         000000024+0000001178320+    000000000+                                                                         900001370001720061009
