LB          134936         000000000+0000000000000+    000000174+           20379          200708                                         90000132000012006100334547
LB          134936         000000000+0000000000000+    000000510+           21059          200803                                         90000132000022006100334547
LB          134936         000000000+0000000000000+    000000600+           21208          200708                                         90000132000032006100334547
LB          134936         000000000+0000000000000+    000000090+           22047          200803                                         90000132000042006100334547
LB          134935         000000000+0000000000000+    000000278+           22048          200803                                         90000132000052006100334547
LB          134935         000000000+0000000000000+    000000400+           22758          200806                                         90000132000062006100334547
LB          243804         000000000+0000000000000+    000000574+           19157          200702                                         90000132000072006100334547
LB          243804         000000000+0000000000000+    000001338+           20588          200709                                         90000132000082006100334547
LB          243803         000000000+0000000000000+    000000139+           19311          200703                                         90000132000092006100334547
LB          133310         000000000+0000000000000+    000000057+           21079          200707                                         90000132000102006100334547
LB          133310         000000000+0000000000000+    000000246+           22595          200710                                         90000132000112006100334547
ST                         000000000+0000000000000+    000000000+                                                                         900001320001220061003
