LB          134936         000000000+0000000000000+    000000057+           20043          200708                                         90000098000012006082434547
LB          134936         000000000+0000000000000+    000000524+           20379          200708                                         90000098000022006082434547
LB          134936         000000000+0000000000000+    000000510+           21059          200803                                         90000098000032006082434547
LB          134936         000000000+0000000000000+    000000600+           21208          200708                                         90000098000042006082434547
LB          134936         000000000+0000000000000+    000000090+           22047          200803                                         90000098000052006082434547
LB          134935         000000000+0000000000000+    000000350+           22048          200803                                         90000098000062006082434547
LB          134935         000000000+0000000000000+    000000400+Q          22758          200806                                         90000098000072006082434547
LB          243804         000000000+0000000000000+    000000676+           19157          200702                                         90000098000082006082434547
LB          243804         000000000+0000000000000+    000001348+           20588          200709                                         90000098000092006082434547
LB          243803         000000000+0000000000000+    000000168+           19311          200703                                         90000098000102006082434547
LB          133310         000000000+0000000000000+    000000083+           21079          200707                                         90000098000112006082434547
LB          133310         000000000+0000000000000+    000000246+           22595          200710                                         90000098000122006082434547
FARAPAMRAPAM133310         000000002+0000000049440+ EUR000000000+   2006082421079          200707          000349                         90000098000132006082434547
ST                         000000002+0000000049440+    000000000+                                                                         900000980001420060824
