LB          134936         000000000+0000000000000+    000000510+           21059          200803                                         90000163000012006110834547
LB          134936         000000000+0000000000000+    000000385+           21208          200708                                         90000163000022006110834547
LB          134936         000000000+0000000000000+    000000090+           22047          200803                                         90000163000032006110834547
LB          134935         000000000+0000000000000+    000000205+           22048          200803                                         90000163000042006110834547
LB          134935         000000000+0000000000000+    000000400+           22758          200806                                         90000163000052006110834547
LB          243804         000000000+0000000000000+    000000909+           20588          200709                                         90000163000062006110834547
LB          243803         000000000+0000000000000+    000000112+           19311          200703                                         90000163000072006110834547
LB          243803         000000000+0000000000000+    000000300+           23348          200804                                         90000163000082006110834547
LB          133310         000000000+0000000000000+    000000245+           22595          200710                                         90000163000092006110834547
ST                         000000000+0000000000000+    000000000+                                                                         900001630001020061108
