LB          134936         000000000+0000000000000+    000000270+           18582          200708                                         90000008000012006051034547
LB          134936         000000000+0000000000000+    000000800+           20043          200708                                         90000008000022006051034547
LB          134936         000000000+0000000000000+    000000747+           20379          200708                                         90000008000032006051034547
LB          134935         000000000+0000000000000+    000000171+           20974          200710                                         90000008000042006051034547
LB          243804         000000000+0000000000000+    000000952+           19157          200702                                         90000008000052006051034547
LB          243803         000000000+0000000000000+    000000282+           19311          200703                                         90000008000062006051034547
LB          133310         000000000+0000000000000+    000000048+           19227          200612                                         90000008000072006051034547
FARAPAMRAPAM134936         000000001+0000000041200+ EUR000000000+   2006051018582          200708          000052                         90000008000082006051034547
FARAPAMRAPAM134935         000000003+0000000037080+ EUR000000000+   2006051020974          200710          000052                         90000008000092006051034547
FARAPAMRAPAM134936         000000005+0000000206000+ EUR000000000+   2006051018582          200708          000053                         90000008000102006051034547
FARAPAMRAPAM133310         000000010+0000000247200+ EUR000000000+   2006051019227          200612          000054                         90000008000112006051034547
FARAPAMRAPAM134935         000000020+0000000247200+ EUR000000000+   2006051020974          200710          000055                         90000008000122006051034547
FARAPAMRAPAM134936         000000001+0000000041200+ EUR000000000+   2006051018582          200708          000056                         90000008000132006051034547
FARAPAMRAPAM134936         000000008+0000000329600+ EUR000000000+   2006051018582          200708          000057                         90000008000142006051034547
FARAPAMRAPAM243803         000000010+0000000247200+ EUR000000000+   2006051019311          200703          000057                         90000008000152006051034547
ST                         000000058+0000001396680+    000000000+                                                                         900000080001620060510
