LB          134936         000000000+0000000000000+    000000006+           20379          200708                                         90000144000012006101734547
LB          134936         000000000+0000000000000+    000000510+           21059          200803                                         90000144000022006101734547
LB          134936         000000000+0000000000000+    000000600+           21208          200708                                         90000144000032006101734547
LB          134936         000000000+0000000000000+    000000090+           22047          200803                                         90000144000042006101734547
LB          134935         000000000+0000000000000+    000000256+           22048          200803                                         90000144000052006101734547
LB          134935         000000000+0000000000000+    000000400+           22758          200806                                         90000144000062006101734547
LB          243804         000000000+0000000000000+    000000543+Q          19157          200702                                         90000144000072006101734547
LB          243804         000000000+0000000000000+    000000967+           20588          200709                                         90000144000082006101734547
LB          243803         000000000+0000000000000+    000000133+           19311          200703                                         90000144000092006101734547
LB          243803         000000000+0000000000000+    000000300+           23348          200804                                         90000144000102006101734547
LB          133310         000000000+0000000000000+    000000002+           21079          200707                                         90000144000112006101734547
LB          133310         000000000+0000000000000+    000000246+           22595          200710                                         90000144000122006101734547
FARAPAMRAPAM243804         000000001+0000000082400+ EUR000000000+   2006101720588          200709          000504                         90000144000132006101734547
FARAPAMRAPAM133310         000000004+0000000098880+ EUR000000000+   2006101721079          200707          000506                         90000144000142006101734547
FARAPAMRAPAM134936         000000005+0000000206000+ EUR000000000+   2006101720379          200708          000507                         90000144000152006101734547
FARAPAMRAPAM134936         000000003+0000000123600+ EUR000000000+   2006101720379          200708          000511                         90000144000162006101734547
FARAPAMRAPAM243804         000000003+0000000247200+ EUR000000000+   2006101720588          200709          000511                         90000144000172006101734547
ST                         000000016+0000000758080+    000000000+                                                                         900001440001820061017
