LB          134936         000000000+0000000000000+    000000380+           20043          200708                                         90000078000012006073134547
LB          134936         000000000+0000000000000+    000000524+           20379          200708                                         90000078000022006073134547
LB          134936         000000000+0000000000000+    000000510+           21059          200803                                         90000078000032006073134547
LB          134936         000000000+0000000000000+    000000600+           21208          200708                                         90000078000042006073134547
LB          134936         000000000+0000000000000+    000000090+           22047          200803                                         90000078000052006073134547
LB          134935         000000000+0000000000000+    000000400+           22048          200803                                         90000078000062006073134547
LB          243804         000000000+0000000000000+    000000753+           19157          200702                                         90000078000072006073134547
LB          243804         000000000+0000000000000+    000001348+           20588          200709                                         90000078000082006073134547
LB          243803         000000000+0000000000000+    000000192+           19311          200703                                         90000078000092006073134547
LB          133310         000000000+0000000000000+    000000093+           21079          200707                                         90000078000102006073134547
ST                         000000000+0000000000000+    000000000+                                                                         900000780001120060731
