LB          134936         000000000+0000000000000+    000000237+           20379          200708                                         90000125000012006092534547
LB          134936         000000000+0000000000000+    000000510+           21059          200803                                         90000125000022006092534547
LB          134936         000000000+0000000000000+    000000600+           21208          200708                                         90000125000032006092534547
LB          134936         000000000+0000000000000+    000000090+           22047          200803                                         90000125000042006092534547
LB          134935         000000000+0000000000000+    000000294+           22048          200803                                         90000125000052006092534547
LB          134935         000000000+0000000000000+    000000400+           22758          200806                                         90000125000062006092534547
LB          243804         000000000+0000000000000+    000000591+           19157          200702                                         90000125000072006092534547
LB          243804         000000000+0000000000000+    000001338+           20588          200709                                         90000125000082006092534547
LB          243803         000000000+0000000000000+    000000151+           19311          200703                                         90000125000092006092534547
LB          133310         000000000+0000000000000+    000000059+           21079          200707                                         90000125000102006092534547
LB          133310         000000000+0000000000000+    000000246+           22595          200710                                         90000125000112006092534547
FARAPAMRAPAM133310         000000001+0000000024720+ EUR000000000+   2006092521079          200707          000449                         90000125000122006092534547
ST                         000000001+0000000024720+    000000000+                                                                         900001250001320060925
