LB          134936         000000000+0000000000000+    000000031+           20379          200708                                         90000138000012006101034547
LB          134936         000000000+0000000000000+    000000510+           21059          200803                                         90000138000022006101034547
LB          134936         000000000+0000000000000+    000000600+           21208          200708                                         90000138000032006101034547
LB          134936         000000000+0000000000000+    000000090+           22047          200803                                         90000138000042006101034547
LB          134935         000000000+0000000000000+    000000261+           22048          200803                                         90000138000052006101034547
LB          134935         000000000+0000000000000+    000000400+           22758          200806                                         90000138000062006101034547
LB          243804         000000000+0000000000000+    000000543+Q          19157          200702                                         90000138000072006101034547
LB          243804         000000000+0000000000000+    000001321+           20588          200709                                         90000138000082006101034547
LB          243803         000000000+0000000000000+    000000133+           19311          200703                                         90000138000092006101034547
LB          243803         000000000+0000000000000+    000000300+           23348          200804                                         90000138000102006101034547
LB          133310         000000000+0000000000000+    000000008+           21079          200707                                         90000138000112006101034547
LB          133310         000000000+0000000000000+    000000246+           22595          200710                                         90000138000122006101034547
FARAPAMRAPAM134936         000000008+0000000329600+ EUR000000000+   2006101020379          200708          000480                         90000138000132006101034547
FARAPAMRAPAM243804         000000003+0000000247200+ EUR000000000+   2006101020588          200709          000480                         90000138000142006101034547
FARAPAMRAPAM133310         000000024+0000000593280+ EUR000000000+   2006101021079          200707          000484                         90000138000152006101034547
FARAPAMRAPAM134936         000000024+0000000988800+ EUR000000000+   2006101020379          200708          000485                         90000138000162006101034547
FARAPAMRAPAM134936         000000005+0000000206000+ EUR000000000+   2006101020379          200708          000486                         90000138000172006101034547
FARAPAMRAPAM243804         000000003+0000000247200+ EUR000000000+   2006101020588          200709          000486                         90000138000182006101034547
FARAPAMRAPAM133310         000000003+0000000074160+ EUR000000000+   2006101021079          200707          000487                         90000138000192006101034547
FARAPAMRAPAM133310         000000006+0000000148320+ EUR000000000+   2006101021079          200707          000488                         90000138000202006101034547
FARAPAMRAPAM134936         000000005+0000000206000+ EUR000000000+   2006101020379          200708          000489                         90000138000212006101034547
FARAPAMRAPAM243804         000000004+0000000329600+ EUR000000000+   2006101020588          200709          000489                         90000138000222006101034547
FARAPAMRAPAM134936         000000001+0000000041200+ EUR000000000+   2006101020379          200708          000490                         90000138000232006101034547
FARAPAMRAPAM134935         000000001+0000000012360+ EUR000000000+   2006101022048          200803          000490                         90000138000242006101034547
FARAPAMRAPAM243804         000000001+0000000082400+ EUR000000000+   2006101020588          200709          000490                         90000138000252006101034547
ST                         000000088+0000003506120+    000000000+                                                                         900001380002620061010
