LB          134936         000000000+0000000000000+    000000746+           20043          200708                                         90000053000012006070134547
LB          134936         000000000+0000000000000+    000000524+           20379          200708                                         90000053000022006070134547
LB          134936         000000000+0000000000000+    000000510+           21059          200803                                         90000053000032006070134547
LB          134936         000000000+0000000000000+    000000600+           21208          200708                                         90000053000042006070134547
LB          134936         000000000+0000000000000+    000000090+           22047          200803                                         90000053000052006070134547
LB          134935         000000000+0000000000000+    000000073+           20974          200710                                         90000053000062006070134547
LB          134935         000000000+0000000000000+    000000400+           22048          200803                                         90000053000072006070134547
LB          243804         000000000+0000000000000+    000000850+           19157          200702                                         90000053000082006070134547
LB          243804         000000000+0000000000000+    000001348+           20588          200709                                         90000053000092006070134547
LB          243803         000000000+0000000000000+    000000220+           19311          200703                                         90000053000102006070134547
LB          133310         000000000+0000000000000+    000000009+           19227          200612                                         90000053000112006070134547
LB          133310         000000000+0000000000000+    000000096+           21079          200707                                         90000053000122006070134547
ST                         000000000+0000000000000+    000000000+                                                                         900000530001320060701
