LB          134936         000000000+0000000000000+    000000762+           20043          200708                                         90000047000012006062434547
LB          134936         000000000+0000000000000+    000000524+           20379          200708                                         90000047000022006062434547
LB          134936         000000000+0000000000000+    000000560+           21208          200708                                         90000047000032006062434547
LB          134935         000000000+0000000000000+    000000075+           20974          200710                                         90000047000042006062434547
LB          243804         000000000+0000000000000+    000000852+           19157          200702                                         90000047000052006062434547
LB          243804         000000000+0000000000000+    000001348+           20588          200709                                         90000047000062006062434547
LB          243803         000000000+0000000000000+    000000233+           19311          200703                                         90000047000072006062434547
LB          133310         000000000+0000000000000+    000000009+           19227          200612                                         90000047000082006062434547
LB          133310         000000000+0000000000000+    000000096+           21079          200707                                         90000047000092006062434547
ST                         000000000+0000000000000+    000000000+                                                                         900000470001020060624
